id,date,tweet
1465740242036666369,Tue Nov 30 17:51:20 +0000 2021,"🟣 #MOVILIZACIÓN En el marco del #25N, junto a la Red De Mujeres Organizadas De Carabayllo, exigimos a las autoridades de Carabayllo cumplir con sus compromisos para garantizar nuestro derecho a #VivirSinMiedo, libres de violencias.📌Nota de prensa: https://t.co/wMDfQGnAzR https://t.co/aM04mzc23n"
1465739345252519947,Tue Nov 30 17:47:46 +0000 2021,"✊El pasado #25N, la Federación Distrital de #Mujeres #Cotabambinas (FEDIMUC) realizó una marcha desde las 9 de la mañana hasta las 4 de la tarde por las calles del distrito. 👉Conoce más aquí: https://t.co/cf8rBFZeRj https://t.co/W8DyAC97CH"
1465737013211111434,Tue Nov 30 17:38:30 +0000 2021,Loving what i do 🔥Gracias a la @secmujeresmed por la oportunidad de presentar mis canciones y mi música en esta conmemoración del 25N. #cancionesdemaryrío #concierto #25N #artistascolombianas #gratful #singersongwriter https://t.co/cKdtGphyyH
1465736624327827465,Tue Nov 30 17:36:57 +0000 2021,"Recordamos el día contra la violencia de género #25N, el día de la lucha contra el VIH #1DIC y también iniciamos la semana de los festejos del #10DIC donde celebramos nuestra incansable lucha por los Derechos Humanos en el Mundo. 🕯🕯📣Agendá la fecha! Te esperamos!"
1465732607417618433,Tue Nov 30 17:21:00 +0000 2021,"#25N: Con el proyecto “Sembrando Huertas de Esperanza” 170 mujeres manabitas desarrollaron, a bajo costo, productos frescos y saludables libres de contaminantes, con múltiples beneficios en nutrición y salud.Este aprendizaje les ha permitido formar sus propios emprendimientos. https://t.co/TSOz47PKX0"
1465732571120246787,Tue Nov 30 17:20:51 +0000 2021,"💜📢 Ana María Idarraga desde su conocimiento como abogada, nos indica que la violencia contra la mujer debe tener presente tres momentos de la violencia; el antes, durante y después para la prevención y erradicación de esta.        #Cineforo  #PelículaBiabuChupea #25N https://t.co/39BFxoOChZ"
1465730628465397760,Tue Nov 30 17:13:08 +0000 2021,"📢HOY te esperamos para hablar de ""30 años de la movilización social por la no violencia contra mujeres y niñas"".⌚️5 pm 🇨🇴 / 4pm Centroamérica.🤳🏽Transmisión en vivo aquí👉🏽https://t.co/f0RBDA5AyN#25N #16DíasDeActivismo https://t.co/aMpX1YGKv9"
1465727334758199299,Tue Nov 30 17:00:03 +0000 2021,Desde el sector Transporte nos unimos para identificar los diferentes tipos de actos que atentan contra el derecho de las mujeres a una vida libre de violencias. Este #25N nos unimos para decir: #AltoAlAcosoEnElTransporte ✋ https://t.co/2OnZYTyn1H
1465724296999940106,Tue Nov 30 16:47:58 +0000 2021,"Una sociedad machista apuesta por una comunicación pasiva, la baja autoestima y la inseguridad en las mujeres, de forma que sean más vulnerables ante el chantaje emocional#16dias #NiUnaMenos #25N"
1465721368985620486,Tue Nov 30 16:36:20 +0000 2021,"#YoNoPermito que denigres mi trabajo.En el marco del #25N nos sumamos a la lucha contra la violencia hacia la mujer, por eso queremos que nos cuentes qué no permites participando con la etiqueta #YoNoPermito.@gobantioquia https://t.co/ctA39VBc2w"
1465721243836030985,Tue Nov 30 16:35:50 +0000 2021,Un poco de lo que fue nuestro primer taller de bordado el #25N.Una juntanza amorosa y llena de aprendizajes. ❤️‍🔥💞🧵 https://t.co/VwnG8IJoK3
1465719325298413568,Tue Nov 30 16:28:13 +0000 2021,El único responsable de una violación sexual es el AGRESOR#25N https://t.co/aGMKIPBiKJ
1465718713315905539,Tue Nov 30 16:25:47 +0000 2021,Un poco del encuentro que vivimos el #25N.Delicioso chocolate con pan y quesito para acompañar los diferentes talleres ✨ Gracias a todas las personas que nos siguen apoyando y hacen posible estás actividades 🌻Nosotrxs SOMOS FUEGO 🔥 https://t.co/QZ8vDVbJpx
1465718219252060169,Tue Nov 30 16:23:49 +0000 2021,"#SuperMariana!: se publican dos nuevas historietas para prevenir la violencia sexual infantil 👉¡Recuerda!, puedes solicitar de manera gratuita las 3 historietas ilustradas de la saga escribiendo a cddperu@cddperu.org #InfanciasLibresDeViolencia #25Nhttps://t.co/ilxV7a4y0u"
1465714768392732673,Tue Nov 30 16:10:07 +0000 2021,"#SomosEducación En el marco del #25N, la Red de Macrouniversidades de América Latina y el Caribe, suscribieron la “Declaración tolerancia cero hacia la violencia de género en las universidades” ➡️ https://t.co/C5j6S0tmF7 Vía @PrensaUNAL | @OAG_UNAL https://t.co/aNB52wduC4"
1465712702739918849,Tue Nov 30 16:01:54 +0000 2021,Cambiemos la narrativa que culpa a las víctimas de violencia contra las mujeres.#YoTeCreo #GeneraciónIgualdad #16días #25N #NoMásViolencia https://t.co/ZV8OMTx5dF
1465712665561493505,Tue Nov 30 16:01:45 +0000 2021,"#AccionesSDH | En #Manta brindamos taller de sensibilización sobre “Roles, Estereotipos de Género y Rutas de Atención a Sobrevivientes de Violencia, como parte de las #JornadasLibresDeViolencia. @BernardaOM#25N https://t.co/7e7DgqosYd"
1465697501223157774,Tue Nov 30 15:01:30 +0000 2021,La violencia verbal causa daños irreparables en la vida de mujeres y niñas. ¡No más violencia! #16días #25N #Únete https://t.co/73rYic11O0
1465697300315918344,Tue Nov 30 15:00:42 +0000 2021,"#ConLupa #25N@LaColaDeRata conoció 3 casos de presunto feminicidio en la ciudad, cuyas investigaciones no avanzan en la Fiscalía. Ante la dilación en los procesos, familiares de Paula, Samara y Leidy piden justicia y exigen celeridad.Apoya @cuestion_p 👇https://t.co/EOFiES4qYF https://t.co/3Gwogk1VRm"
1465697132988358658,Tue Nov 30 15:00:02 +0000 2021,"#LuchaContraLasViolencias Como #mujeresindígenas pedimos a los Estados promover mediante estudios, diálogos y radio un mayor intercambio de buenas prácticas, conocimientos y estrategias para enfrentar las violencias.📖Mira nuestras recomendaciones👉https://t.co/o2KJwPR4Ef #25N https://t.co/1x4z8AVtTd"
1465697126147624960,Tue Nov 30 15:00:00 +0000 2021,“Pinta el mundo de naranja: ¡Pongamos fin a la violencia contra las mujeres YA!” es el tema mundial de la campaña del Sec. Gral. de las Naciones Unidas de #16días de activismo contra la violencia de género #Únete #25N #YaEsYa #16dias@MinGenerosAr @ONUMujeresArg @CancilleriaARG https://t.co/YANu6pHApb
1465697003610935336,Tue Nov 30 14:59:31 +0000 2021,"""El tema no es aborto sí o aborto no, es aborto seguro o aborto inseguro”, sostienen las integrantes de la Campaña por el Derecho al Aborto Legal, Seguro y Gratuito – Colombia.#MujeresVisiblesMujeresInvencibles#ErradiquemosElFeminicidio#YaBasta#16días#YaEsYa#25N https://t.co/C5ltJq20uk"
1465692356171030533,Tue Nov 30 14:41:03 +0000 2021,Hoy a las 10:30 te esperamos para conversar y debatir acerca del impacto de los estereotipos de género en el ámbito laboral. Conéctate a nuestra transmisión en vivo por nuestro canal. https://t.co/f1zAzISc2x #MujeresFuertesEC #25N https://t.co/X7AZQe0XLr
1465691472435503108,Tue Nov 30 14:37:32 +0000 2021,"Por ahora, queremos invitarte a responder a una pregunta: ¿Cómo podemos trabajar juntos para eliminar la violencia contra las mujeres y las niñas? #25N #NiUnaMenos #16días #YoDecido"
1465691449408827396,Tue Nov 30 14:37:27 +0000 2021,"El 25 de noviembre decidimos vestirnos de naranja durante 16 días para elevar nuestra voz en contra de la violencia hacia las mujeres y niñas. Invitamos a la reflexión y a decir #YoDecido reconocer, reparar y no repetir la violencia #25N #16diasdeactivismo https://t.co/6kbloFIKEg"
1465688567162806278,Tue Nov 30 14:26:00 +0000 2021,"La violencia a la mujer tiene varios rostros: acosos, cosificación, discriminación, etc. ¡No lo permitamos! ¡Respetemos a las mujeres!​#OnuMujeres #OnuMujeresEcuador, #PactoGlobalEcuador  #16Días, #25N #Coop23deJulio https://t.co/GZ1ULe8kc0"
1465686006028541963,Tue Nov 30 14:15:49 +0000 2021,Una paciente es violada por un enfermero en un hospital del IESS.La primera noticia del día.¿Y en serio no quieren que andemos cabreadas?#25N #NiUnaMenos
1465683940992245763,Tue Nov 30 14:07:37 +0000 2021,¡Continuamos con la conmemoración del #25N!No te pierdas la programación en el Municipio de Nechí y prográmate para las actividades que se realizarán en el marco del Día Internacional de la No Violencia contra las Mujeres. Únete somos territorios con #SelloNaranja. 🧡🟠 https://t.co/lwMiwcpCcn
1465683905370066950,Tue Nov 30 14:07:28 +0000 2021,@PresidentaCJ @SpotlightAmLat @ONUecuador @UNFPAecuador Ni un paso atrás en la lucha contra la violencia machista 💜#25N
1465676370692947970,Tue Nov 30 13:37:32 +0000 2021,#MujeresDeOro ✨ l #ConSelloNaranja 🟠Nuestra movilización artística en El Bagre y Zaragoza permitió que los municipios se unieran por medio de cantos y el retumbar de los tambores. Gracias a todas las organizaciones aliadas que se unieron el pasado #25N https://t.co/NjV56GUlW5
1465669943903543296,Tue Nov 30 13:12:00 +0000 2021,"🔴 Cuando las mujeres y niñas tienen acceso a Internet se enfrentan con la violencia en línea más a menudo que los hombres. #ViolenciaDigital, #16dias  #25N, #Únete https://t.co/IQ6mlsEr4G"
1465666067221655559,Tue Nov 30 12:56:35 +0000 2021,"📢El #DNP se une a @MinTransporte para decir ✋🏻#AltoAlAcosoEnElTransporte #MujeresLibresDeViolencias #25N 🗣️Ellas tienen derecho a transitar seguras. Los actos físicos o verbales hacía las mujeres con connotación sexual en el espacio público ¡son acoso, son violencia! https://t.co/5e1bvMZzBW"
1465665823486455819,Tue Nov 30 12:55:37 +0000 2021,🟠 Los gobiernos deben aumentar la financiación para la prevención mitigación y respuesta a la violencia sexual y de género. #16diasdeactivismo #25N #16dias https://t.co/xzCCdL7VTb
1465659374634946562,Tue Nov 30 12:30:00 +0000 2021,"#AltoAlAcosoEnElTransporte ✋ | El código de conducta de cero tolerancias contra la explotación sexual de mujeres, niñas y adolescentes en todas las obras y contratos de transporte masivo que se ejecutan en el país, promueve una cultura de respeto a los derechos humanos. #25N https://t.co/FZFojSRPDT"
1465606528166154243,Tue Nov 30 09:00:00 +0000 2021,"🟣 A asociación A Mariña rexenta a única casa de acollida para vítimas de violencia de xénero con problemas de #saúdemental en Galicia. Por iso, o #25N tiveron motivos para marchar con paraugas morados, porque ""a sociedade non pode mirar cara outro lado"" https://t.co/iZN4HsfAiS"
1465605222080917505,Tue Nov 30 08:54:49 +0000 2021,"O #25N tamén acompañamos ao @concellodelugo no seu acto contra a violencia de xénero, onde escoitamos as reivindicacións das entidades sociais da #RedeTIL a través dun vídeo que explica como afecta a violencia de xénero aos nosos colectivos 🎬💜 #RedeTilContraAsViolencias https://t.co/FpQymqldDr"
1465602018941280261,Tue Nov 30 08:42:05 +0000 2021,"En #Vigo, o pasado #25N denunciamos as violencias machistas percorrendo o #CamiñoAoRespecto con @igualdadenarede e tinguindo as nosas oficinas de morado para denunciar todo tipo de discriminación e maltrato cara as mulleres ✊🏽🟣 #NosotrasSíContamos https://t.co/c30TSLQsbY"
1465509721578696707,Tue Nov 30 02:35:20 +0000 2021,"En la tarde de hoy 29 de Noviembre realizamos la Marcha hacía el poder judicial que quedó postergada del #25N Día Internacional de Lucha por la Eliminación de la Violencia de Género, la actividad de hoy eorganizaciones las cuales conforman el Colectivo de mujeres de la Provincia. https://t.co/SWbcDwHfW4"
1465503063213592585,Tue Nov 30 02:08:52 +0000 2021,El 25 de noviembre fue el Día de la #NoViolenciaContraLaMujer y diferentes instituciones #jesuitas del Perú conmemoraron la fecha con actividades y materiales de reflexión y sensibilización. #MujeresLibresDeViolencia #FeQueTransforma #JesuitasPeru #25N https://t.co/aGKhC0Df5r
1465500832737021955,Tue Nov 30 02:00:00 +0000 2021,"#25N | Una experta en el trabajo con mujeres y niñez víctima de violencia expone en la @lalupa_ni que las mujeres no están denunciando porque la Policía orteguista las orienta a ""resolverlo"" con los CPC de cada barrio.https://t.co/dmNbxkWp07"
1465499366106574854,Tue Nov 30 01:54:11 +0000 2021,#25N | ¿Sabías que la violencia contra las mujeres no es un asunto privado? Es un delito y un serio problema de salud pública. Radio La Calle se une a la campaña para promover la concientización de esta problemática en Ecuador.Vía: @MujeressinV / #PreViMujer https://t.co/axxy65wl0x
1465486060104953857,Tue Nov 30 01:01:18 +0000 2021,💜#LiderazgosQueTransforman  #25N | Grupo Parlamentario por los Derechos de las Mujeres y organizaciones sociales se suman al llamado para poner fin a las diferentes formas de violencia contra la mujer.📰 Lee noticia completa aquí 👉 https://t.co/RuXCEmQ4kt https://t.co/gA4lJdTAZn
1465482157342797831,Tue Nov 30 00:45:48 +0000 2021,❌ 230 femicidios en lo que va del año ❌🦋25Nov: Día Internacional de lucha contra la violencia hacia las mujeres#25N#Paremoslaviolenciamachista#16DiasContraLaViolenciaDeGenero#DiaContralaViolenciadeGenero#VivasNosQueremos #NiUnaMenos https://t.co/hjAgloUocP
1465474901905756170,Tue Nov 30 00:16:58 +0000 2021,"Flor de la V: ""¡BASTA DE ESA JUSTICIA IGUAL DE VIOLENTA QUE LOS FEMICIDAS!"" #25N #AHORA https://t.co/8wS6IpCU47"
1465470638605234176,Tue Nov 30 00:00:02 +0000 2021,#PodCast #25N | En este podcast te contamos algunas formas que las mujeres han utilizado para denunciar la violencia contra sus cuerpos y sus vidas en un país en el que el acceso a la justicia es privilegio de unos cuantos. https://t.co/9ZiN2pTeOE
1465470634234814470,Tue Nov 30 00:00:00 +0000 2021,Desde el sector Transporte nos unimos para identificar los diferentes tipos de actos que atentan contra el derecho de las mujeres a una vida libre de violencias. Este #25N nos unimos para decir: #AltoAlAcosoEnElTransporte ✋ https://t.co/5PASqpCizF
1465469548753264643,Mon Nov 29 23:55:42 +0000 2021,"En el marco del #25N y de nuestro aniversario N°26 de proceso organizativo, organizamos el encuentro ""Contra las violencias hacia las mujeres indígenas: protección del territorio ancestral y asamblea constituyente"".Aquí te dejamos las frases más relevantes del conversatorio.👇👇 https://t.co/wP0by2ctu2"
1465468842906378245,Mon Nov 29 23:52:53 +0000 2021,Rechazamos estos hechos y otros en los que se han presentado violencias basadas en género perpetradas presuntamente por agentes del Estado en el marco de las movilizaciones.Seguimos trabajando para erradicar las violencias contra las mujeres en el espacio público y privado. #25N
1465468838993141768,Mon Nov 29 23:52:52 +0000 2021,"Ayer mientras cerrábamos la agenda del #25N, conmemoración del día internacional por la eliminación de las violencias contra las mujeres, ocurrían dos casos de violencia sexual contra mujeres, en la movilización que se realizaba en el marco del Paro Nacional (sigue)."
1465464902928289796,Mon Nov 29 23:37:14 +0000 2021,"Durante la marcha del #25N pasaron muchas cosas más, y @BluRadioCo parece que solo vio la acción directa 🙄🙄 https://t.co/IqS951idxD"
1465459306782810113,Mon Nov 29 23:15:00 +0000 2021,"#AltoAlAcosoEnElTransporte ✋ | El código de conducta de cero tolerancias contra la explotación sexual de mujeres, niñas y adolescentes en todas las obras y contratos de transporte masivo que se ejecutan en el país, promueve una cultura de respeto a los derechos humanos. #25N https://t.co/jqhJDZzLuz"
1465456150216945665,Mon Nov 29 23:02:27 +0000 2021,"Mañana tendremos una cita con el #feminismorural nos acompañan compañeras de España y Colombia @Irenirima Diputada en Asamblea de Extremadura, #MartaBlanco Alcaldesa de Alderen y #LizAya activista por el feminismo rural. @podemosexterior #25N #JuntasYVivas https://t.co/kvaqBkxqhT"
1465455328884047874,Mon Nov 29 22:59:11 +0000 2021,"📢#Apurimac | En el marco del #25N, este fin de semana se realizó la intervención artística ""Desde nosotras, para nosotras"", acción en la que participaron más de 20 mujeres en tomando las calles desde la la plaza de armas hasta la plaza Micaela Bastidas 💪💜♀️ https://t.co/Xhc5HvCuMB"
1465449923495792644,Mon Nov 29 22:37:43 +0000 2021,"Ayer cerramos la agenda de #25N con una jornada muy bella en Parques del Río.A través del arte y la cultura, estuvimos conversando con mujeres, hombres, familias, niñas y niños, sobre la importancia de identificar las violencias basadas en género para prevenirlas. (Abro hilo ⬇️) https://t.co/UlzLl8lmIU"
1465446070859800576,Mon Nov 29 22:22:24 +0000 2021,"Refuerza la perspectiva de niñez en tus acciones de conmemoración y concientización del #25N, Día Internacional para la Eliminación de todas las formas de violencia contra las mujeres y las niñas, y en otras fechas emblemáticas."
1465445215284580358,Mon Nov 29 22:19:00 +0000 2021,"Manifiesto del #25N - Ciudad del Este/Py. ¡Por nuestras vidas, volvemos a tomar las calles! 💪🏻💜🌷 https://t.co/GZhU7GbhXl"
1465442820454600705,Mon Nov 29 22:09:29 +0000 2021,"A pocos días han pasado del #25N, @Evidencia_pe analiza la violencia contra las mujeres migrantes venezolanas en 🇵🇪Entre los años 2017 y 2020, 7 de cada 10 denuncias contra mujeres migrantes fueron realizadas por aquellas provenientes de Venezuela. https://t.co/aGwIxk8t81"
1465442443105652741,Mon Nov 29 22:07:59 +0000 2021,"Activistas de Lima, Piura e Iquitos salieron a la calle en el marco del #25N, Día Internacional de la Eliminación de la Violencia Contra la Mujer, movilizándose a favor de nuestra campaña #SomosIgualesQueTu.Firma la petición! 👉https://t.co/HB3GrL9Fxh https://t.co/VBo0Me6kTJ"
1465440605086134272,Mon Nov 29 22:00:41 +0000 2021,No hay tiempo. ¡Necesitamos ponerle fin a la violencia contra las mujeres y niñas YA!#16días #25N #YaEsYa #Únete https://t.co/BiuHaruBWH
1465433752696508427,Mon Nov 29 21:33:27 +0000 2021,"Las entrevistadas manifiestan haber pasado otros episodios de violencia, desde explotación laboral, violencia xenófobica pasando por el hostigamiento y llegando a situaciones de tocamientos indebidos.#NiUnaMenos #25N #PolíticasPúblicas #NoEstásSola #ViolenciaDeGénero"
1465432543763832834,Mon Nov 29 21:28:39 +0000 2021,#25N | Día internacional de la eliminación de la violencia contra las mujeresNuestra compañera Emilia Paredes de Trece Rosas Entre Ríos sobre nuestro posicionamiento en contra del alquiler de vientres y la ovodonación.¡Escuchála! https://t.co/ZnlzyQ7CKi
1465430653902766092,Mon Nov 29 21:21:08 +0000 2021,"Las feministas, mujeres diversas y disidencias, que nos articulamos en  el marco del #25N nos pronunciamos firmes contra los discursos de odio, la transfobia y la exposición de nuestras compañeras, porque el feminismo es libertad, igualdad, sororidad y justicia social! ✊🔥 https://t.co/FaAdVOTmwa"
1465429169282691090,Mon Nov 29 21:15:14 +0000 2021,"#DíaDeLaNoViolenciaCompartimos el mensaje de nuestra Gerente General, Rosa María Flores- Araoz, quien reafirma el compromiso de Kallpa para unirse a la campaña de @AfinPeru en contra de la violencia contra la mujer.🟥#TarjetaRojaAlaViolencia #25N https://t.co/1GlaPBE1tt"
1465428633774874630,Mon Nov 29 21:13:07 +0000 2021,"¡Las mujeres trans son mujeres! ¡Ellas son nuestras compañeras y hermanas! Colectivas, instituciones y activistas independientes rechazamos y condenamos todo acto transfóbico.#25N #Feministassomostodas #feminismointerseccional#feminismotransinclusivo"
1465428629756784641,Mon Nov 29 21:13:06 +0000 2021,"Desde la articulación amplia y diversa que durante numerosas reuniones de asambleas abiertas se organizó para gestar actividades en el marco del #25N, nos pronunciamos de manera firme contra los discursos de odio, la transfobia y la exposición de nuestras compañeras. https://t.co/Ee5ogRmB0E"
1465428388202614794,Mon Nov 29 21:12:08 +0000 2021,"A diario, comportamientos dañinos e imaginarios colectivos que han trascendido en la historia, transgreden su dignidad y Derechos Humanos. Por una vida sin discriminación, violencia. Por una, por todas y para todas: #25N #Mujeres #NoViolencia #25NPorTodas 💜"
1465427364301742086,Mon Nov 29 21:08:04 +0000 2021,"La semana pasada realizamos actividades lúdicas de sensibilización sobre el #25N en nuestros centros de INN en Logroño y Haro, la ludoteca de Logroño y ... https://t.co/k3o5217fW8"
1465426965796732928,Mon Nov 29 21:06:29 +0000 2021,"#AccionesSDH | En #Portovelo participamos en reunión de trabajo de la Mesa Intersectorial, con la finalidad de concretar acciones urgentes para prevenir y erradicar la violencia hacia niñas y mujeres en este cantón.@BernardaOM #25N https://t.co/iPTdmpd5mN"
1465425826485260288,Mon Nov 29 21:01:57 +0000 2021,"La semana pasada realizamos actividades lúdicas de sensibilización sobre el #25N en nuestros centros de INN en Logroño y Haro, la ludoteca de Logroño y ... También salimos a la calle para sensibilizar a la población sobre los tipos de violencia de género… https://t.co/cKfTzQohBR https://t.co/D0WfHIpzIo"
1465425784638607362,Mon Nov 29 21:01:48 +0000 2021,"𝙑𝙄𝙎𝙄𝘽𝙄𝙇𝙄𝙕𝘼𝙍 𝙋𝘼𝙍𝘼 𝙀𝙍𝙍𝘼𝘿𝙄𝘾𝘼𝙍 ~ Del 25 de Noviembre al 16 de Diciembre ONU Mujeres nos invita a realizar #16DíasDeActivimo para visibilizar y erradicar las violencias contra mujeres y niñas alrededor del 🌍, y vos ¿Cómo te vas a sumar?#25N https://t.co/Dngfo3QVS4"
1465425709791330307,Mon Nov 29 21:01:30 +0000 2021,"🔴📢En el marco de nuestra agenda #25N participaremos en el acto de clausura del Diplomado de Enfoque Diferencial de Género y Étnico Racial, con Jackeline Cuenca, investigadora y enlace de Incidencia Política OEM  #16días #Únete @ONUMujeresCol https://t.co/q8Q0ChmlaR"
1465425674227752961,Mon Nov 29 21:01:21 +0000 2021,"𝙑𝙄𝙎𝙄𝘽𝙄𝙇𝙄𝙕𝘼𝙍 𝙋𝘼𝙍𝘼 𝙀𝙍𝙍𝘼𝘿𝙄𝘾𝘼𝙍 ~ Del 25 de Noviembre al 16 de Diciembre ONU Mujeres nos invita a realizar #16DíasDeActivimo para visibilizar y erradicar las violencias contra mujeres y niñas alrededor del 🌍, y vos ¿Cómo te vas a sumar?#25N https://t.co/xLmNRlPz6U"
1465425336087293958,Mon Nov 29 21:00:01 +0000 2021,#25N | No dejes de leer nuestro especial sobre la denuncia social como herramienta ante la falta de justicia para las mujeres víctimas de violencia machista. https://t.co/vb66ERlcd0 https://t.co/s0yfPE3vuw
